"id","title","jurisdiction","organization"
"471736af-e236-444a-9888-b4d99052c927","Acute lethality test results from wastewater systems subject to the Wastewater Systems Effluent Regulations","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"d8616c52-a812-44ad-8754-7bcc0d8de305","Adjusted daily rainfall and snowfall dataset for Canada","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"334bf07b-3d30-4d7b-ac33-86fcebd6bd93","Analysis of artificial sweeteners and other trace organics in municipal wastewater and landfill leachate, 2012. ","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"49e8af5c-3577-47c9-b879-adea2dbb23ad","Analysis of artificial sweeteners and other trace organics in municipal wastewater, 2018","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"cb5ca9c7-9f09-4bbb-ac73-094d7b462b79","Analysis of Priority Alkyl Aryl Sulfonates (AAS) in Wastewater 2018","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"30449352-2556-42df-9ffe-47ea8e696f91","Atlantic Shoreline Classification","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"67292d21-2119-4c86-b8a9-0897bd36568b","Bioaccumulation of pharmaceuticals and personal care product chemicals in fish exposed to wastewater effluent in an urban wetland","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"7a741897-0f0d-4c1e-8814-89da7354405c","Bioavailability of pharmaceuticals in Northern Pike in the St. Lawrence River","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"0f2f8197-d674-49c2-83ea-3d54fda8732d","Brominated Flame Retardants in Canadian Municipal Wastewater Treatment Systems","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"40e01423-7728-429c-ac9d-2954385ccdfb","Bulk data files for all years – releases, disposals, transfers and facility locations","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"35aba786-7e4a-4a6b-a80b-80b180d7051b","Chronic toxicity of azo and anthracenedione dyes to embryo-larval life stages of the Fathead minnow (Pimephales promelas)","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"7296e0b0-0e01-41b3-a4bc-cca1a2dbc1a3","Clean technology use, by industry and enterprise size","federal","Statistics Canada | Statistique Canada"
"5edf2b99-1058-438a-a450-155e888a5390","Coastal and epipelagic habitats of the St. Lawrence Estuary and Gulf - Database","federal","Fisheries and Oceans Canada | Pêches et Océans Canada"
"0d206ba7-1d8a-4480-b735-301dcd5c2483","Combined Sewer Overflow points - Wastewater Systems Effluent Regulations","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"f182f1f8-9c9b-49e5-8702-9dd37093a768","Combined Sewer Overflow volumes from wastewater systems subject to the Wastewater Systems Effluent Regulations","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"5fcb2423-b384-447a-a52c-7f880f1b9b79","Compliance with the Wastewater Systems Effluent Regulations effluent quality standards","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"9fdbe8a3-e5f6-465c-a626-d8f02febb92f","Contaminants in St. Clair River AOC Yellow Perch and Shorthead Redhorse","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"aa426a7e-cf6b-4161-b84d-745820afe139","Cumulative effects of disturbances on soil nutrients: predominance of antagonistic short-term responses to the salvage logging of insect-killed stands","federal","Natural Resources Canada | Ressources naturelles Canada"
"7776fa66-6bef-4bae-9168-9ddebf64b668","Cumulative effects of municipal effluent and parasite infection in yellow perch","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"4d2bdd53-dd12-4445-88a8-786b19e3a12f","Extreme Rain Event Sampling in the Bay of Quinte","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"542ee3de-e1d8-4a46-9487-7fc7c6f5be21","Fish Health Metrics for Hamilton Harbour Area of Concern Brown bullhead ","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"b8d9fae2-dc41-48d6-b2c0-c7316bebacdf","Fish health metrics for Niagara River AOC Brown bullhead and Yellow perch","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"3e3c6067-a8e8-4522-9157-f99e83d22baa","Fish health metrics for St. Clair River AOC Shorthead redhorse and Golden redhorse","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"a1d3de5a-2124-4198-9d39-0511317f6057","Fish Health Metrics for Thunder Bay AOC White Sucker","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"44338684-33d8-427a-b304-d87a95032457","Fish Health Metrics for Toronto and Region Area of Concern Brown bullhead","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"afcffe3c-787b-4a26-8fda-fd59039d38f3","Fish health status of Wheatley Harbour AOC Brown bullhead and Goldfish","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"5ffc8a98-aa5d-4225-9214-077f6f3a3d45","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - Bromate","federal","Health Canada | Santé Canada"
"c68796ed-d292-48b7-b435-a562542b4661","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - Enteric Protozoa: Giardia and Cryptosporidium","federal","Health Canada | Santé Canada"
"281587f6-9eee-4ca2-8901-a614f5a2775a","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Barium","federal","Health Canada | Santé Canada"
