"id","title","jurisdiction","dat$organization$title"
"316cdc22-7b1c-4aa7-b841-9a2fe3314f67","2012 Baseline Evaluation of Canadian Graphic Health Warning Messages  ","federal","Health Canada | Santé Canada"
"f79b3ec4-5b50-4ec1-894d-e9855148e55d","2012 HIV/AIDS Attitudinal Tracking Survey  ","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"ef6aa6eb-8c38-4a54-b8cf-469f810605ba","2012 National Anti-Drug Strategy (NADS) Youth Advertising Recall and Tracking Survey","federal","Health Canada | Santé Canada"
"589ea7cc-ed35-4b3a-8d67-4d32d5083ba4","2013 National Radon Awareness Survey","federal","Health Canada | Santé Canada"
"027f23b8-2dd7-4325-a264-51a3ec0022ef","2019-2020 Annual Report: Specific Claims Tribunal Canada","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"8c08d0b5-f640-489f-a111-c44fa3f9c678","2021 Report to Parliament on the Indian Oil and Gas Act, RSC 1985, c I-7","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"25119e3e-1584-4bf7-bcf8-7a2330d81e83","2021 Reports of the Auditor General of Canada—Report 3—Access to Safe Drinking Water in First Nations Communities—Indigenous Services Canada","federal","Office of the Auditor General of Canada | Bureau du vérificateur général du Canada"
"161ba1f7-c927-480f-8fe7-11332fda996a","A Common Vision for increasing physical activity and reducing sedentary living in Canada: Let’s Get Moving","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"beb8f7c0-9c5b-452a-a6aa-eb8f528cfb7d","A Dementia Strategy for Canada: Together We Aspire","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"3f42649b-4480-4202-8197-d71042104af4","A Dementia Strategy for Canada: Together We Aspire: In Brief","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"522b07b9-78e2-4819-b736-ad9208eb1067","Aboriginal Lands of Canada Legislative Boundaries","federal","Natural Resources Canada | Ressources naturelles Canada"
