"id","title","jurisdiction","organization"
"9b9731f2-f691-4d05-8a25-29a46e6113da"," Seventh Annual (2021) Statutory Report Pursuant to Section 2 of the Indian Act Amendment and Replacement Act, Statutes of Canada, Chapter 38, 2014","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"8c08d0b5-f640-489f-a111-c44fa3f9c678","2021 Report to Parliament on the Indian Oil and Gas Act, RSC 1985, c I-7","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"4d3c8000-e33a-4d6c-86a9-035df1d20cff","Aboriginal Identity (3), Registered Indian Status (3), Age Groups (12) and Sex (3) for the Population of Canada, Provinces, Territories, Census Metropolitan Areas and Census Agglomerations, 2006 Census - 20% Sample Data","federal","Statistics Canada | Statistique Canada"
"cc4c0eb1-b774-4e10-8b67-c79c5db29948","Aboriginal Identity (3), Registered Indian Status (3), Age Groups (12), Sex (3) and Area of Residence (6) for the Population of Canada, Provinces and Territories, 2006 Census - 20% Sample Data","federal","Statistics Canada | Statistique Canada"
"7830a6df-4de4-4c5d-87d8-eae83c5de58a","Aboriginal Identity (8), Age Groups (20), Registered or Treaty Indian Status (3) and Sex (3) for the Population in Private Households of Canada, Provinces, Territories, Census divisions and Census subdivisions, 2011 National Household Survey ","federal","Statistics Canada | Statistique Canada"
"35acdba7-0196-4a8c-855e-99642a39122b","Aboriginal Identity (8), Age Groups (20), Registered or Treaty Indian Status (3) and Sex (3) for the Population in Private Households of Canada, Provinces, Territories, Census Metropolitan Areas and Census Agglomerations, 2011 National Household Survey","federal","Statistics Canada | Statistique Canada"
"f11d6fbd-0b79-4ff9-b805-eaacc7469118","Aboriginal Identity (8), Age Groups (20), Registered or Treaty Indian Status (3), Area of Residence: On Reserve (3) and Sex (3) for the Population in Private Households of Canada, Provinces and Territories, 2011 National Household Survey","federal","Statistics Canada | Statistique Canada"
"a7113f45-2e68-418e-bf8b-244d5fd13968","Aboriginal Identity (8), Condition of Dwelling (4), Number of Persons per Room (5), Housing Suitability (6) Registered or Treaty Indian Status (3), Age Groups (10) and Sex (3) for the Population in Private Households of Canada, Provinces, Territories, Census Metropolitan Areas and Census Agglomerations, 2011 National Household Survey ","federal","Statistics Canada | Statistique Canada"
"56ae0194-4f97-4b63-bf02-217cec79624d","Aboriginal Identity (8), Housing Suitability (6), Condition of Dwelling (4), Number of Persons per Room (5), Registered or Treaty Indian Status (3), Area of Residence (10) and Age Groups (10) for the Population in Private Households of Canada, Provinces and Territories, 2011 National Household Survey ","federal","Statistics Canada | Statistique Canada"
"5a058e38-d458-49d5-86e8-01a864c9eaa8","Aboriginal Identity (9), Age (20), Registered or Treaty Indian Status (3) and Sex (3) for the Population in Private Households of Canada, Provinces and Territories, Census Divisions and Census Subdivisions, 2016 Census - 25% Sample Data","federal","Statistics Canada | Statistique Canada"
"c37a4986-4e08-490a-9759-808d35010342","Aboriginal Identity (9), Age (20), Registered or Treaty Indian Status (3) and Sex (3) for the Population in Private Households of Canada, Provinces and Territories, Census Metropolitan Areas and Census Agglomerations, 2016 Census - 25% Sample Data","federal","Statistics Canada | Statistique Canada"
"b1772eb6-b8c8-4dd0-b723-f108be7bae1a","Aboriginal Identity (9), Dwelling Condition (4), Registered or Treaty Indian Status (3), Age (12) and Sex (3) for the Population in Private Households of Canada, Provinces and Territories, Census Metropolitan Areas and Census Agglomerations, 2016 Census - 25% Sample Data","federal","Statistics Canada | Statistique Canada"
"d13bb185-9e47-4389-b45b-7ed898522d75","Aboriginal Identity (9), Dwelling Condition (4), Registered or Treaty Indian Status (3), Residence by Aboriginal Geography (10), Age (12) and Sex (3) for the Population in Private Households of Canada, Provinces and Territories, Census Metropolitan Areas and Census Agglomerations, 2016 Census - 25% Sample Data","federal","Statistics Canada | Statistique Canada"
"b9c62506-c8a7-4df0-b029-d98acb7f81c2","Aboriginal Identity (9), Highest Certificate, Diploma or Degree (11), Income Statistics (17), Registered or Treaty Indian Status (3), Age (9) and Sex (3) for the Population Aged 15 Years and Over in Private Households of Canada, Provinces and Territories, Census Metropolitan Areas and Census Agglomerations, 2016 Census - 25% Sample Data","federal","Statistics Canada | Statistique Canada"
