"id","title","jurisdiction","organization"
"2f97b32b-f20e-45be-825d-12d9f752d196","2012/13 EI Monitoring and Assessment Report - EBSMs Data Table","federal","Employment and Social Development Canada | Emploi et Développement social Canada"
"2af289d8-a0de-425a-b662-3e3ab67c432a","2018-2019 Reports by Federal Authorities with Obligations under Section 71 of the Canadian Environmental Assessment Act, 2012","federal","Impact Assessment Agency of Canada | Agence d'évaluation d'impact du Canada"
"f5ea0563-6120-4945-b35c-959a978f6577","2019 to 2020 Annual Report to Parliament: Access to Information Act","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"2dd01ced-8894-4dcd-bcb1-7f0324f8a35b","2019 to 2020 Annual Report to Parliament: Privacy Act","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"9434005f-caa1-43e9-8ee3-9535b655035d","2019 Update: Cyber Threats to Canada's Democratic Process","federal","Communications Security Establishment Canada | Centre de la sécurité des télécommunications Canada"
"027f23b8-2dd7-4325-a264-51a3ec0022ef","2019-2020 Annual Report: Specific Claims Tribunal Canada","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"967eea13-e22e-42dc-aa8e-0748ba748cb9","2019-2020 Reports by Federal Authorities with Obligations under Section 71 of the Canadian Environmental Assessment Act, 2012","federal","Impact Assessment Agency of Canada | Agence d'évaluation d'impact du Canada"
"98ef18b6-9b76-4be8-be98-2a07d7bf0f45","2020-2021 Reports by Federal Authorities with Obligations under Section 71 of the Canadian Environmental Assessment Act, 2012","federal","Impact Assessment Agency of Canada | Agence d'évaluation d'impact du Canada"
"1dea0ab7-dc33-44a9-98af-51e744a8dcc0","Aboriginal Ancestry (10), Area of Residence (6), Age Groups (12) and Sex (3) for the Population of Canada, Provinces and Territories, 2006 Census - 20% Sample Data","federal","Statistics Canada | Statistique Canada"
"c501027d-639c-4404-b07c-b95592ff486e","Aboriginal Ancestry (10), Sex (3) and Age Groups (12) for the Population of Canada, Provinces, Territories and Federal Electoral Districts (2003 Representation Order), 2006 Census - 20% Sample Data","federal","Statistics Canada | Statistique Canada"
"56e49148-9b29-4cbc-ba3e-b589b0d13eec","Aboriginal Ancestry (10), Sex (3) and Age Groups (12) for the Population of Canada, Provinces, Territories, Census Metropolitan Areas and Census Agglomerations, 2006 Census - 20% Sample Data","federal","Statistics Canada | Statistique Canada"
"28b25fee-c269-4732-84ac-df539ca4014e","Aboriginal Ancestry (14), Area of Residence (6), Age Groups (8), Sex (3) and Selected Demographic, Cultural, Labour Force, Educational and Income Characteristics (227A), for the Total Population of Canada, Provinces and Territories, 2006 Census - 20% Sample Data","federal","Statistics Canada | Statistique Canada"
"24a582a9-b5a2-4bbd-b0af-48941fe8bd10","Aboriginal Ancestry (22), Residence by Aboriginal Geography (10), Age (10B) and Sex (3) for the Population in Private Households of Canada, Provinces and Territories, 2016 Census - 25% Sample Data","federal","Statistics Canada | Statistique Canada"
"27bfe874-b9cd-465f-963f-9b65f495972b","Aboriginal Ancestry (6), Single and Multiple Aboriginal Ancestry Responses (3), Age Groups (6) and Sex (3) for the Population in Private Households of Canada, Provinces, Territories, Census Metropolitan Areas and Census Agglomerations, 2011 National Household Survey","federal","Statistics Canada | Statistique Canada"
"51aa364d-d92b-433f-a836-90db9cf284e4","Aboriginal Ancestry Responses (73), Single and Multiple Aboriginal Ancestry Responses (4), Residence on or off Reserve (3), Residence Inside or Outside Inuit Nunangat (7), Age (8A) and Sex (3) for the Population in Private Households of Canada, Provinces and Territories, 2016 Census - 25% Sample Data","federal","Statistics Canada | Statistique Canada"
"959d1a61-1770-48e4-9ce2-c65185c21a23","Aboriginal Ancestry Responses (73), Single and Multiple Aboriginal Responses (4), Age (8A) and Sex (3) for the Population in Private Households of Canada, Provinces and Territories, Census Metropolitan Areas and Census Agglomerations, 2016 Census - 25% Sample Data","federal","Statistics Canada | Statistique Canada"
"e70ffe70-8893-11e0-b1a6-6cf049291510","Aboriginal Cultural Areas (Nunavut)","federal","Natural Resources Canada | Ressources naturelles Canada"
"4d3c8000-e33a-4d6c-86a9-035df1d20cff","Aboriginal Identity (3), Registered Indian Status (3), Age Groups (12) and Sex (3) for the Population of Canada, Provinces, Territories, Census Metropolitan Areas and Census Agglomerations, 2006 Census - 20% Sample Data","federal","Statistics Canada | Statistique Canada"
"cc4c0eb1-b774-4e10-8b67-c79c5db29948","Aboriginal Identity (3), Registered Indian Status (3), Age Groups (12), Sex (3) and Area of Residence (6) for the Population of Canada, Provinces and Territories, 2006 Census - 20% Sample Data","federal","Statistics Canada | Statistique Canada"
"82e5907b-2863-452f-9840-1d1639665392","Aboriginal Identity (5), Condition of Dwelling (4), Number of Persons per Room (5), Age Groups (7), Sex (3) and Inuit Area of Residence (11) for the Population in Private Households of Canada, Provinces and Territories, 2006 Census - 20% Sample Data","federal","Statistics Canada | Statistique Canada"
"c9e059dd-1040-4dcb-8fc4-db5b70c232f3","Aboriginal Identity (5), Selected Language Characteristics (21), Age Groups (12), Sex (3) and Inuit Area of Residence (11) for Population of Canada, Provinces, Territories, 2006 Census - 20% Sample Data","federal","Statistics Canada | Statistique Canada"
"f536ca6b-ebf4-4076-b744-b01d5ab1c2bc","Aboriginal Identity (8), Age Groups (11B) and Sex (3) for Population, for Canada, Provinces, Territories, Census Metropolitan Areas and Census Agglomerations, 2001 Census - 20% Sample Data","federal","Statistics Canada | Statistique Canada"
"489f0687-c25b-41af-a63b-3fb1575382cd","Aboriginal Identity (8), Age Groups (11B), Sex (3) and Area of Residence (7) for Population, for Canada, Provinces and Territories, 2001 Census - 20% Sample Data","federal","Statistics Canada | Statistique Canada"
